pixel,wavelength_nm_reported,raman_shift_reported_cm-1,counts_pixel_file,counts_nm2_file,counts_wavenumber_file,counts_nm_file_weak
1030,970.586,2429.64,1307.0,1149.0,953.0,305.0
1031,970.743,2431.3,1340.0,1120.0,931.0,276.0
1032,970.9,2432.97,1399.0,1120.0,971.0,264.0
1033,971.057,2434.64,1443.0,1166.0,1003.0,297.0
1034,971.214,2436.3,1459.0,1168.0,1010.0,315.0
1035,971.371,2437.97,1436.0,1164.0,990.0,301.0
1036,971.527,2439.63,1476.0,1220.0,1014.0,311.0
1037,971.684,2441.29,1521.0,1240.0,1054.0,309.0
1038,971.841,2442.96,1531.0,1255.0,1068.0,302.0
1039,971.998,2444.62,1552.0,1283.0,1087.0,315.0
1040,972.154,2446.28,1579.0,1279.0,1098.0,301.0
1041,972.311,2447.93,1611.0,1313.0,1115.0,290.0
1042,972.468,2449.59,1626.0,1359.0,1127.0,293.0
1043,972.624,2451.25,1668.0,1374.0,1128.0,303.0
1044,972.781,2452.91,1704.0,1376.0,1132.0,305.0
1045,972.937,2454.56,1754.0,1390.0,1154.0,298.0
1046,973.094,2456.22,1795.0,1442.0,1169.0,314.0
1047,973.25,2457.87,1788.0,1422.0,1192.0,323.0
1048,973.407,2459.52,1795.0,1405.0,1197.0,327.0
1049,973.563,2461.17,1756.0,1428.0,1182.0,316.0
1050,973.72,2462.82,1737.0,1444.0,1196.0,312.0
1051,973.876,2464.47,1784.0,1465.0,1228.0,321.0
1052,974.032,2466.12,1738.0,1441.0,1208.0,310.0
1053,974.189,2467.77,1731.0,1461.0,1174.0,315.0
1054,974.345,2469.42,1784.0,1479.0,1194.0,335.0
1055,974.501,2471.07,1731.0,1438.0,1193.0,315.0
1056,974.658,2472.71,1715.0,1435.0,1171.0,293.0
1057,974.814,2474.36,1737.0,1431.0,1165.0,297.0
1058,974.97,2476.0,1748.0,1398.0,1174.0,296.0
1059,975.126,2477.64,1774.0,1417.0,1181.0,308.0
1060,975.282,2479.29,1759.0,1447.0,1167.0,320.0
1061,975.438,2480.93,1712.0,1406.0,1152.0,315.0
1062,975.594,2482.57,1713.0,1383.0,1169.0,307.0
1063,975.751,2484.21,1716.0,1390.0,1169.0,304.0
1064,975.907,2485.84,1700.0,1409.0,1147.0,288.0
1065,976.063,2487.48,1722.0,1418.0,1159.0,298.0
1066,976.219,2489.12,1685.0,1405.0,1168.0,326.0
1067,976.374,2490.75,1658.0,1370.0,1148.0,327.0
1068,976.53,2492.39,1674.0,1368.0,1143.0,317.0
1069,976.686,2494.02,1647.0,1367.0,1158.0,313.0
1070,976.842,2495.66,1638.0,1350.0,1148.0,315.0
1071,976.998,2497.29,1621.0,1366.0,1124.0,309.0
1072,977.154,2498.92,1587.0,1329.0,1100.0,304.0
1073,977.31,2500.55,1581.0,1305.0,1095.0,302.0
1074,977.465,2502.18,1567.0,1320.0,1100.0,315.0
1075,977.621,2503.81,1546.0,1269.0,1082.0,326.0
1076,977.777,2505.44,1543.0,1248.0,1063.0,329.0
1077,977.932,2507.07,1533.0,1273.0,1072.0,323.0
1078,978.088,2508.69,1517.0,1238.0,1054.0,307.0
1079,978.244,2510.32,1487.0,1223.0,1031.0,304.0
1080,978.399,2511.94,1496.0,1229.0,1025.0,306.0
1081,978.555,2513.57,1488.0,1231.0,1029.0,304.0
1082,978.71,2515.19,1470.0,1218.0,1042.0,295.0
1083,978.866,2516.81,1492.0,1185.0,1003.0,280.0
1084,979.021,2518.43,1444.0,1174.0,984.0,292.0
1085,979.177,2520.05,1409.0,1163.0,1011.0,305.0
1086,979.332,2521.67,1430.0,1187.0,1015.0,311.0
1087,979.488,2523.29,1453.0,1193.0,985.0,319.0
1088,979.643,2524.91,1439.0,1155.0,952.0,307.0
1089,979.798,2526.53,1384.0,1134.0,944.0,299.0
1090,979.954,2528.14,1373.0,1123.0,956.0,303.0
1091,980.109,2529.76,1360.0,1110.0,934.0,303.0
1092,980.264,2531.37,1348.0,1118.0,934.0,302.0
1093,980.419,2532.98,1367.0,1153.0,955.0,318.0
1094,980.575,2534.6,1345.0,1147.0,910.0,294.0
1095,980.73,2536.21,1302.0,1092.0,884.0,281.0
1096,980.885,2537.82,1296.0,1055.0,885.0,293.0
1097,981.04,2539.43,1296.0,1056.0,856.0,288.0
1098,981.195,2541.04,1283.0,1071.0,865.0,297.0
1099,981.35,2542.65,1257.0,1063.0,875.0,298.0
1100,981.505,2544.25,1266.0,1055.0,874.0,302.0
1101,981.66,2545.86,1262.0,1085.0,896.0,308.0
1102,981.815,2547.47,1270.0,1090.0,919.0,311.0
1103,981.97,2549.07,1277.0,1053.0,910.0,307.0
1104,982.125,2550.68,1213.0,1020.0,861.0,292.0
1105,982.28,2552.28,1208.0,1021.0,846.0,277.0
1106,982.435,2553.88,1245.0,1038.0,855.0,287.0
1107,982.59,2555.48,1243.0,1056.0,851.0,291.0
1108,982.745,2557.08,1240.0,1054.0,851.0,305.0
1109,982.9,2558.68,1231.0,1014.0,857.0,309.0
1110,983.054,2560.28,1224.0,1021.0,876.0,300.0
1111,983.209,2561.88,1228.0,1053.0,870.0,300.0
1112,983.364,2563.48,1218.0,1039.0,828.0,296.0
1113,983.519,2565.08,1261.0,1040.0,860.0,305.0
1114,983.673,2566.67,1254.0,1047.0,902.0,299.0
1115,983.828,2568.27,1231.0,1056.0,880.0,277.0
1116,983.982,2569.86,1255.0,1042.0,870.0,268.0
1117,984.137,2571.45,1256.0,1029.0,890.0,277.0
1118,984.292,2573.05,1278.0,1063.0,897.0,279.0
1119,984.446,2574.64,1258.0,1049.0,884.0,280.0
1120,984.601,2576.23,1206.0,1031.0,864.0,278.0
1121,984.755,2577.82,1220.0,1028.0,854.0,290.0
1122,984.91,2579.41,1220.0,995.0,842.0,300.0
1123,985.064,2581.0,1183.0,976.0,829.0,283.0
1124,985.219,2582.58,1179.0,971.0,837.0,278.0
1125,985.373,2584.17,1174.0,956.0,840.0,286.0
1126,985.527,2585.75,1129.0,945.0,809.0,279.0
1127,985.682,2587.34,1127.0,945.0,808.0,265.0
1128,985.836,2588.92,1135.0,933.0,822.0,277.0
1129,985.99,2590.51,1102.0,935.0,796.0,289.0
1130,986.144,2592.09,1087.0,954.0,774.0,276.0
1131,986.299,2593.67,1094.0,943.0,761.0,278.0
1132,986.453,2595.25,1093.0,939.0,769.0,300.0
1133,986.607,2596.83,1059.0,960.0,777.0,303.0
1134,986.761,2598.41,1061.0,927.0,782.0,287.0
1135,986.915,2599.99,1087.0,928.0,789.0,282.0
1136,987.069,2601.57,1059.0,945.0,763.0,275.0
1137,987.224,2603.14,1015.0,910.0,740.0,261.0
1138,987.378,2604.72,1034.0,878.0,747.0,265.0
1139,987.532,2606.3,1069.0,880.0,751.0,288.0
1140,987.686,2607.87,1038.0,902.0,748.0,292.0
1141,987.84,2609.44,1029.0,892.0,743.0,285.0
1142,987.994,2611.02,1039.0,867.0,741.0,287.0
1143,988.147,2612.59,986.0,851.0,723.0,263.0
1144,988.301,2614.16,985.0,851.0,721.0,267.0
1145,988.455,2615.73,1045.0,844.0,727.0,291.0
1146,988.609,2617.3,1040.0,847.0,709.0,279.0
1147,988.763,2618.87,1023.0,844.0,731.0,287.0
1148,988.917,2620.43,1010.0,850.0,754.0,292.0
1149,989.07,2622.0,971.0,866.0,712.0,265.0
1150,989.224,2623.57,979.0,850.0,691.0,263.0
1151,989.378,2625.13,985.0,831.0,727.0,281.0
1152,989.532,2626.7,964.0,835.0,734.0,304.0
1153,989.685,2628.26,968.0,831.0,709.0,298.0
1154,989.839,2629.82,987.0,814.0,705.0,280.0
1155,989.993,2631.39,991.0,799.0,726.0,292.0
1156,990.146,2632.95,978.0,788.0,708.0,286.0
1157,990.3,2634.51,958.0,803.0,684.0,278.0
1158,990.453,2636.07,934.0,807.0,689.0,279.0
1159,990.607,2637.63,901.0,787.0,662.0,271.0
1160,990.76,2639.19,893.0,779.0,669.0,278.0
1161,990.914,2640.74,897.0,776.0,676.0,288.0
1162,991.067,2642.3,898.0,775.0,664.0,282.0
1163,991.221,2643.86,903.0,781.0,656.0,285.0
1164,991.374,2645.41,888.0,780.0,655.0,294.0
1165,991.527,2646.97,896.0,759.0,676.0,288.0
1166,991.681,2648.52,894.0,769.0,689.0,292.0
1167,991.834,2650.07,895.0,793.0,682.0,299.0
1168,991.987,2651.62,886.0,766.0,661.0,287.0
1169,992.14,2653.17,871.0,774.0,658.0,281.0
1170,992.294,2654.72,882.0,777.0,669.0,282.0
1171,992.447,2656.27,870.0,737.0,662.0,278.0
1172,992.6,2657.82,864.0,732.0,635.0,282.0
1173,992.753,2659.37,870.0,729.0,621.0,284.0
1174,992.906,2660.92,875.0,723.0,640.0,295.0
1175,993.06,2662.46,869.0,740.0,636.0,291.0
1176,993.213,2664.01,869.0,758.0,630.0,297.0
1177,993.366,2665.56,885.0,748.0,654.0,315.0
1178,993.519,2667.1,871.0,713.0,635.0,291.0
1179,993.672,2668.64,826.0,696.0,627.0,277.0
1180,993.825,2670.18,822.0,717.0,634.0,265.0
1181,993.978,2671.73,827.0,731.0,621.0,273.0
1182,994.131,2673.27,822.0,721.0,625.0,285.0
1183,994.283,2674.81,810.0,692.0,613.0,274.0
1184,994.436,2676.35,796.0,682.0,611.0,280.0
1185,994.589,2677.89,799.0,706.0,628.0,293.0
1186,994.742,2679.42,825.0,736.0,621.0,284.0
1187,994.895,2680.96,822.0,727.0,615.0,270.0
1188,995.048,2682.5,802.0,677.0,606.0,262.0
1189,995.2,2684.03,807.0,670.0,604.0,272.0
1190,995.353,2685.57,788.0,682.0,603.0,286.0
1191,995.506,2687.1,778.0,678.0,589.0,278.0
1192,995.659,2688.63,786.0,679.0,580.0,277.0
1193,995.811,2690.17,778.0,672.0,572.0,273.0
1194,995.964,2691.7,773.0,658.0,577.0,267.0
1195,996.116,2693.23,772.0,666.0,591.0,283.0
1196,996.269,2694.76,776.0,675.0,600.0,293.0
1197,996.422,2696.29,773.0,654.0,598.0,295.0
1198,996.574,2697.82,756.0,643.0,582.0,289.0
1199,996.727,2699.34,749.0,660.0,586.0,290.0
1200,996.879,2700.87,718.0,656.0,584.0,282.0
1201,997.032,2702.4,723.0,649.0,568.0,278.0
1202,997.184,2703.92,738.0,642.0,566.0,291.0
1203,997.336,2705.45,719.0,633.0,563.0,275.0
1204,997.489,2706.97,729.0,633.0,559.0,281.0
1205,997.641,2708.5,720.0,621.0,542.0,288.0
1206,997.794,2710.02,700.0,606.0,536.0,268.0
1207,997.946,2711.54,711.0,620.0,546.0,288.0
1208,998.098,2713.06,716.0,645.0,557.0,310.0
1209,998.25,2714.58,698.0,622.0,561.0,284.0
1210,998.403,2716.1,688.0,602.0,556.0,283.0
1211,998.555,2717.62,709.0,617.0,542.0,300.0
1212,998.707,2719.14,690.0,611.0,532.0,294.0
1213,998.859,2720.65,672.0,597.0,534.0,285.0
1214,999.011,2722.17,676.0,607.0,544.0,278.0
1215,999.164,2723.69,676.0,593.0,553.0,278.0
1216,999.316,2725.2,684.0,593.0,549.0,297.0
1217,999.468,2726.72,664.0,600.0,536.0,297.0
1218,999.62,2728.23,644.0,573.0,535.0,287.0
1219,999.772,2729.74,637.0,559.0,532.0,278.0
1220,999.924,2731.25,644.0,570.0,511.0,272.0
1221,1000.08,2732.77,656.0,594.0,519.0,298.0
1222,1000.23,2734.28,648.0,581.0,528.0,301.0
1223,1000.38,2735.79,648.0,579.0,521.0,299.0
1224,1000.53,2737.29,651.0,602.0,509.0,306.0
1225,1000.68,2738.8,636.0,577.0,508.0,307.0
1226,1000.84,2740.31,639.0,548.0,507.0,297.0
1227,1000.99,2741.82,649.0,546.0,499.0,271.0
1228,1001.14,2743.32,637.0,568.0,503.0,276.0
1229,1001.29,2744.83,616.0,555.0,504.0,288.0
1230,1001.44,2746.33,627.0,537.0,491.0,293.0
1231,1001.59,2747.84,631.0,554.0,491.0,288.0
1232,1001.75,2749.34,615.0,549.0,504.0,276.0
1233,1001.9,2750.84,607.0,554.0,490.0,279.0
1234,1002.05,2752.34,609.0,556.0,478.0,296.0
1235,1002.2,2753.84,601.0,537.0,476.0,293.0
1236,1002.35,2755.34,604.0,529.0,474.0,281.0
1237,1002.5,2756.84,609.0,533.0,480.0,280.0
1238,1002.66,2758.34,587.0,524.0,492.0,282.0
1239,1002.81,2759.84,590.0,530.0,500.0,285.0
1240,1002.96,2761.34,571.0,524.0,481.0,282.0
1241,1003.11,2762.83,563.0,527.0,467.0,279.0
1242,1003.26,2764.33,598.0,550.0,484.0,286.0
1243,1003.41,2765.83,625.0,545.0,488.0,305.0
1244,1003.56,2767.32,606.0,524.0,485.0,299.0
1245,1003.72,2768.81,554.0,502.0,461.0,280.0
1246,1003.87,2770.31,567.0,519.0,455.0,283.0
1247,1004.02,2771.8,580.0,529.0,479.0,280.0
1248,1004.17,2773.29,564.0,507.0,466.0,277.0
1249,1004.32,2774.78,586.0,505.0,468.0,291.0
1250,1004.47,2776.27,584.0,512.0,475.0,295.0
1251,1004.62,2777.76,565.0,511.0,471.0,284.0
1252,1004.78,2779.25,549.0,497.0,467.0,272.0
1253,1004.93,2780.74,525.0,484.0,460.0,265.0
1254,1005.08,2782.22,533.0,494.0,439.0,268.0
1255,1005.23,2783.71,564.0,500.0,426.0,279.0
1256,1005.38,2785.2,582.0,494.0,443.0,291.0
1257,1005.53,2786.68,584.0,513.0,461.0,288.0
1258,1005.68,2788.16,581.0,530.0,466.0,282.0
1259,1005.83,2789.65,563.0,508.0,453.0,275.0
1260,1005.98,2791.13,539.0,468.0,431.0,263.0
1261,1006.14,2792.61,543.0,481.0,444.0,287.0
1262,1006.29,2794.09,550.0,515.0,457.0,287.0
1263,1006.44,2795.58,536.0,508.0,453.0,279.0
1264,1006.59,2797.06,553.0,509.0,476.0,296.0
1265,1006.74,2798.53,561.0,483.0,466.0,283.0
1266,1006.89,2800.01,547.0,481.0,450.0,276.0
1267,1007.04,2801.49,539.0,505.0,448.0,292.0
1268,1007.19,2802.97,546.0,492.0,450.0,302.0
1269,1007.34,2804.44,557.0,479.0,459.0,295.0
1270,1007.49,2805.92,539.0,477.0,441.0,282.0
1271,1007.64,2807.4,513.0,477.0,417.0,269.0
1272,1007.8,2808.87,521.0,472.0,420.0,267.0
1273,1007.95,2810.34,531.0,482.0,441.0,279.0
1274,1008.1,2811.82,535.0,478.0,461.0,286.0
1275,1008.25,2813.29,531.0,464.0,445.0,274.0
1276,1008.4,2814.76,500.0,467.0,440.0,273.0
1277,1008.55,2816.23,510.0,477.0,454.0,288.0
1278,1008.7,2817.7,524.0,484.0,433.0,277.0
1279,1008.85,2819.17,507.0,475.0,425.0,265.0
1280,1009.0,2820.64,494.0,477.0,446.0,271.0
1281,1009.15,2822.11,494.0,472.0,442.0,282.0
1282,1009.3,2823.57,509.0,462.0,426.0,297.0
1283,1009.45,2825.04,535.0,479.0,442.0,313.0
1284,1009.6,2826.51,529.0,474.0,439.0,295.0
1285,1009.75,2827.97,514.0,476.0,455.0,286.0
1286,1009.9,2829.44,520.0,494.0,462.0,296.0
1287,1010.05,2830.9,531.0,487.0,444.0,288.0
1288,1010.21,2832.36,524.0,466.0,438.0,281.0
1289,1010.36,2833.83,521.0,471.0,424.0,290.0
1290,1010.51,2835.29,558.0,502.0,458.0,309.0
1291,1010.66,2836.75,547.0,477.0,458.0,291.0
1292,1010.81,2838.21,518.0,454.0,424.0,274.0
1293,1010.96,2839.67,528.0,456.0,424.0,293.0
1294,1011.11,2841.13,518.0,438.0,419.0,296.0
1295,1011.26,2842.59,517.0,453.0,431.0,294.0
1296,1011.41,2844.05,499.0,449.0,429.0,284.0
1297,1011.56,2845.5,463.0,418.0,411.0,269.0
1298,1011.71,2846.96,482.0,427.0,406.0,279.0
1299,1011.86,2848.41,512.0,437.0,400.0,284.0
1300,1012.01,2849.87,492.0,428.0,396.0,275.0
1301,1012.16,2851.32,490.0,434.0,404.0,282.0
1302,1012.31,2852.78,502.0,434.0,420.0,282.0
1303,1012.46,2854.23,488.0,430.0,413.0,268.0
1304,1012.61,2855.68,483.0,439.0,413.0,279.0
1305,1012.76,2857.13,490.0,449.0,426.0,285.0
1306,1012.91,2858.59,486.0,444.0,413.0,276.0
1307,1013.06,2860.04,502.0,455.0,405.0,266.0
1308,1013.21,2861.49,517.0,470.0,418.0,278.0
1309,1013.36,2862.93,503.0,468.0,422.0,293.0
1310,1013.51,2864.38,494.0,459.0,410.0,282.0
1311,1013.66,2865.83,491.0,438.0,404.0,276.0
1312,1013.81,2867.28,490.0,441.0,428.0,277.0
1313,1013.96,2868.72,498.0,445.0,436.0,273.0
1314,1014.11,2870.17,532.0,469.0,440.0,282.0
1315,1014.26,2871.61,590.0,515.0,460.0,284.0
1316,1014.41,2873.06,675.0,564.0,508.0,270.0
1317,1014.56,2874.5,832.0,649.0,586.0,270.0
1318,1014.71,2875.95,1006.0,737.0,650.0,275.0
1319,1014.86,2877.39,1113.0,804.0,719.0,290.0
1320,1015.01,2878.83,1185.0,854.0,767.0,294.0
1321,1015.16,2880.27,1209.0,898.0,795.0,285.0
1322,1015.31,2881.71,1162.0,878.0,778.0,275.0
1323,1015.46,2883.15,1037.0,783.0,719.0,275.0
1324,1015.61,2884.59,911.0,719.0,649.0,293.0
1325,1015.76,2886.03,822.0,656.0,580.0,300.0
1326,1015.9,2887.47,733.0,591.0,553.0,295.0
1327,1016.05,2888.9,679.0,577.0,541.0,293.0
1328,1016.2,2890.34,618.0,542.0,497.0,290.0
1329,1016.35,2891.77,552.0,488.0,460.0,284.0
1330,1016.5,2893.21,515.0,462.0,437.0,298.0
1331,1016.65,2894.64,500.0,468.0,430.0,298.0
1332,1016.8,2896.08,510.0,481.0,445.0,290.0
1333,1016.95,2897.51,500.0,470.0,415.0,288.0
1334,1017.1,2898.94,475.0,454.0,396.0,273.0
1335,1017.25,2900.38,474.0,448.0,415.0,280.0
1336,1017.4,2901.81,489.0,436.0,409.0,284.0
1337,1017.55,2903.24,487.0,449.0,424.0,282.0
1338,1017.7,2904.67,484.0,471.0,441.0,295.0
1339,1017.85,2906.1,481.0,447.0,423.0,304.0
1340,1018.0,2907.52,469.0,436.0,418.0,290.0
1341,1018.15,2908.95,475.0,421.0,387.0,261.0
1342,1018.3,2910.38,489.0,424.0,397.0,284.0
1343,1018.44,2911.81,483.0,437.0,422.0,289.0
1344,1018.59,2913.23,486.0,437.0,406.0,269.0
1345,1018.74,2914.66,500.0,458.0,420.0,284.0
1346,1018.89,2916.08,498.0,469.0,429.0,292.0
1347,1019.04,2917.51,486.0,449.0,410.0,288.0
1348,1019.19,2918.93,481.0,431.0,399.0,263.0
1349,1019.34,2920.35,497.0,446.0,408.0,257.0
1350,1019.49,2921.78,502.0,439.0,410.0,278.0
1351,1019.64,2923.2,482.0,434.0,402.0,264.0
1352,1019.79,2924.62,496.0,441.0,405.0,272.0
1353,1019.94,2926.04,510.0,431.0,417.0,304.0
1354,1020.08,2927.46,490.0,442.0,432.0,278.0
1355,1020.23,2928.88,485.0,437.0,412.0,250.0
1356,1020.38,2930.29,480.0,439.0,403.0,272.0
1357,1020.53,2931.71,462.0,453.0,405.0,288.0
1358,1020.68,2933.13,477.0,453.0,403.0,290.0
1359,1020.83,2934.55,499.0,459.0,427.0,301.0
1360,1020.98,2935.96,496.0,455.0,434.0,300.0
1361,1021.13,2937.38,504.0,445.0,434.0,284.0
1362,1021.28,2938.79,496.0,458.0,417.0,277.0
1363,1021.42,2940.21,472.0,450.0,385.0,265.0
1364,1021.57,2941.62,469.0,436.0,385.0,254.0
1365,1021.72,2943.03,473.0,434.0,405.0,265.0
1366,1021.87,2944.44,475.0,429.0,412.0,272.0
1367,1022.02,2945.86,472.0,440.0,416.0,276.0
1368,1022.17,2947.27,492.0,433.0,417.0,278.0
1369,1022.32,2948.68,499.0,432.0,412.0,269.0
1370,1022.47,2950.09,488.0,446.0,412.0,274.0
1371,1022.61,2951.5,490.0,448.0,408.0,290.0
1372,1022.76,2952.9,503.0,433.0,414.0,295.0
1373,1022.91,2954.31,515.0,445.0,423.0,303.0
1374,1023.06,2955.72,497.0,470.0,430.0,305.0
1375,1023.21,2957.13,485.0,440.0,420.0,287.0
1376,1023.36,2958.53,473.0,439.0,395.0,279.0
1377,1023.51,2959.94,481.0,457.0,413.0,279.0
1378,1023.65,2961.34,481.0,443.0,425.0,279.0
1379,1023.8,2962.75,477.0,451.0,415.0,287.0
1380,1023.95,2964.15,498.0,456.0,407.0,293.0
1381,1024.1,2965.55,473.0,432.0,394.0,265.0
1382,1024.25,2966.95,453.0,414.0,406.0,263.0
1383,1024.4,2968.36,453.0,435.0,410.0,275.0
1384,1024.54,2969.76,484.0,447.0,415.0,284.0
1385,1024.69,2971.16,485.0,429.0,406.0,283.0
1386,1024.84,2972.56,475.0,448.0,412.0,287.0
1387,1024.99,2973.96,502.0,459.0,432.0,309.0
1388,1025.14,2975.36,491.0,461.0,421.0,300.0
1389,1025.29,2976.75,490.0,454.0,429.0,297.0
1390,1025.43,2978.15,479.0,437.0,409.0,292.0
1391,1025.58,2979.55,470.0,464.0,407.0,304.0
1392,1025.73,2980.94,464.0,452.0,413.0,279.0
1393,1025.88,2982.34,451.0,412.0,388.0,248.0
1394,1026.03,2983.73,469.0,418.0,391.0,263.0
1395,1026.17,2985.13,468.0,430.0,407.0,263.0
1396,1026.32,2986.52,447.0,422.0,398.0,266.0
1397,1026.47,2987.92,478.0,445.0,405.0,296.0
1398,1026.62,2989.31,503.0,449.0,414.0,298.0
1399,1026.77,2990.7,488.0,434.0,404.0,277.0
1400,1026.92,2992.09,473.0,435.0,405.0,289.0
1401,1027.06,2993.48,470.0,434.0,399.0,291.0
1402,1027.21,2994.87,475.0,435.0,403.0,280.0
1403,1027.36,2996.26,462.0,444.0,406.0,294.0
1404,1027.51,2997.65,449.0,443.0,396.0,288.0
1405,1027.66,2999.04,473.0,421.0,392.0,279.0
1406,1027.8,3000.43,457.0,416.0,382.0,263.0
1407,1027.95,3001.82,434.0,425.0,378.0,249.0
1408,1028.1,3003.2,464.0,426.0,394.0,280.0
1409,1028.25,3004.59,461.0,441.0,401.0,289.0
1410,1028.39,3005.97,451.0,440.0,396.0,284.0
1411,1028.54,3007.36,467.0,424.0,400.0,281.0
1412,1028.69,3008.74,467.0,418.0,395.0,274.0
1413,1028.84,3010.13,446.0,433.0,385.0,282.0
1414,1028.99,3011.51,441.0,432.0,385.0,268.0
1415,1029.13,3012.89,462.0,433.0,394.0,268.0
1416,1029.28,3014.28,448.0,439.0,390.0,272.0
1417,1029.43,3015.66,443.0,420.0,388.0,277.0
1418,1029.58,3017.04,475.0,419.0,416.0,290.0
1419,1029.72,3018.42,457.0,415.0,397.0,277.0
1420,1029.87,3019.8,447.0,418.0,385.0,278.0
1421,1030.02,3021.18,486.0,437.0,412.0,280.0
1422,1030.17,3022.56,483.0,440.0,414.0,287.0
1423,1030.31,3023.93,476.0,437.0,409.0,310.0
1424,1030.46,3025.31,472.0,417.0,388.0,297.0
1425,1030.61,3026.69,450.0,395.0,379.0,272.0
1426,1030.76,3028.06,462.0,419.0,378.0,277.0
1427,1030.9,3029.44,459.0,418.0,373.0,281.0
1428,1031.05,3030.81,450.0,403.0,385.0,284.0
1429,1031.2,3032.19,447.0,434.0,390.0,281.0
1430,1031.35,3033.56,432.0,435.0,395.0,272.0
1431,1031.49,3034.94,421.0,413.0,387.0,277.0
1432,1031.64,3036.31,425.0,427.0,374.0,280.0
1433,1031.79,3037.68,446.0,435.0,387.0,286.0
1434,1031.94,3039.05,450.0,408.0,394.0,274.0
1435,1032.08,3040.43,462.0,413.0,402.0,278.0
1436,1032.23,3041.8,475.0,437.0,425.0,297.0
1437,1032.38,3043.17,443.0,404.0,399.0,268.0
1438,1032.53,3044.54,438.0,398.0,377.0,264.0
1439,1032.67,3045.9,438.0,411.0,378.0,265.0
1440,1032.82,3047.27,435.0,413.0,371.0,262.0
1441,1032.97,3048.64,448.0,419.0,379.0,270.0
1442,1033.12,3050.01,447.0,419.0,396.0,272.0
1443,1033.26,3051.37,432.0,404.0,403.0,270.0
1444,1033.41,3052.74,425.0,390.0,392.0,267.0
1445,1033.56,3054.11,432.0,391.0,379.0,270.0
1446,1033.7,3055.47,450.0,401.0,385.0,284.0
1447,1033.85,3056.84,450.0,400.0,382.0,296.0
1448,1034.0,3058.2,428.0,396.0,376.0,276.0
1449,1034.15,3059.56,436.0,400.0,393.0,273.0
1450,1034.29,3060.93,448.0,419.0,389.0,294.0
1451,1034.44,3062.29,438.0,423.0,386.0,295.0
1452,1034.59,3063.65,413.0,394.0,376.0,266.0
1453,1034.73,3065.01,422.0,384.0,370.0,260.0
1454,1034.88,3066.37,441.0,407.0,412.0,274.0
1455,1035.03,3067.73,437.0,439.0,421.0,288.0
1456,1035.17,3069.09,427.0,403.0,383.0,277.0
1457,1035.32,3070.45,428.0,384.0,368.0,256.0
1458,1035.47,3071.81,439.0,404.0,366.0,250.0
1459,1035.62,3073.17,441.0,399.0,371.0,255.0
1460,1035.76,3074.52,434.0,393.0,380.0,268.0
1461,1035.91,3075.88,406.0,383.0,377.0,253.0
1462,1036.06,3077.24,412.0,383.0,380.0,249.0
1463,1036.2,3078.59,414.0,385.0,369.0,252.0
1464,1036.35,3079.95,422.0,396.0,363.0,256.0
1465,1036.5,3081.3,433.0,386.0,365.0,267.0
1466,1036.64,3082.66,404.0,354.0,348.0,248.0
1467,1036.79,3084.01,401.0,365.0,343.0,240.0
1468,1036.94,3085.36,399.0,376.0,344.0,245.0
1469,1037.08,3086.72,401.0,382.0,348.0,239.0
1470,1037.23,3088.07,399.0,378.0,348.0,242.0
1471,1037.38,3089.42,399.0,369.0,343.0,251.0
1472,1037.52,3090.77,403.0,376.0,356.0,245.0
1473,1037.67,3092.12,393.0,374.0,362.0,236.0
1474,1037.82,3093.47,409.0,391.0,362.0,264.0
1475,1037.96,3094.82,415.0,397.0,371.0,279.0
1476,1038.11,3096.17,401.0,373.0,368.0,261.0
1477,1038.26,3097.52,420.0,387.0,380.0,266.0
1478,1038.4,3098.86,417.0,383.0,379.0,259.0
1479,1038.55,3100.21,386.0,360.0,338.0,243.0
1480,1038.7,3101.56,389.0,372.0,339.0,260.0
1481,1038.84,3102.9,398.0,382.0,376.0,272.0
1482,1038.99,3104.25,404.0,388.0,364.0,273.0
1483,1039.14,3105.59,394.0,384.0,347.0,256.0
1484,1039.28,3106.94,381.0,371.0,357.0,251.0
1485,1039.43,3108.28,402.0,365.0,362.0,259.0
1486,1039.57,3109.63,396.0,369.0,354.0,253.0
1487,1039.72,3110.97,393.0,368.0,351.0,264.0
1488,1039.87,3112.31,394.0,364.0,351.0,265.0
1489,1040.01,3113.65,392.0,355.0,343.0,253.0
1490,1040.16,3115.0,404.0,348.0,356.0,259.0
1491,1040.31,3116.34,382.0,362.0,347.0,269.0
1492,1040.45,3117.68,381.0,382.0,336.0,255.0
1493,1040.6,3119.02,387.0,376.0,352.0,242.0
1494,1040.74,3120.36,385.0,356.0,347.0,252.0
1495,1040.89,3121.7,378.0,370.0,344.0,265.0
1496,1041.04,3123.03,374.0,385.0,351.0,267.0
1497,1041.18,3124.37,386.0,386.0,361.0,261.0
1498,1041.33,3125.71,381.0,380.0,376.0,261.0
1499,1041.48,3127.05,375.0,358.0,353.0,259.0
1500,1041.62,3128.38,383.0,363.0,330.0,256.0
1501,1041.77,3129.72,390.0,381.0,344.0,266.0
1502,1041.91,3131.05,377.0,365.0,339.0,261.0
1503,1042.06,3132.39,378.0,340.0,323.0,251.0
1504,1042.21,3133.72,378.0,333.0,330.0,245.0
1505,1042.35,3135.06,380.0,347.0,338.0,245.0
1506,1042.5,3136.39,386.0,364.0,347.0,257.0
