USB4F00653_1:101,
489.466,669.63936
489.676,51.95192
489.885,1339.14146
490.095,2178.91087
490.304,1485.25619
490.514,235.02318
490.723,140.36273
490.933,568.97414
491.142,-748.78277
491.351,673.8323
491.561,-289.64207
491.77,778.61882
491.98,-829.38656
492.189,713.6595
492.398,-530.61248
492.608,-827.2646
492.817,205.58041
493.026,657.05986
493.235,1190.82149
493.445,-644.93779
493.654,333.82042
493.863,1117.66071
494.072,-253.75081
494.282,-721.22212
494.491,-21.76992
494.7,1000.53911
494.909,-706.38476
495.118,-589.8773
495.327,64.58571
495.536,-784.8346
495.746,-556.00778
495.955,-456.57602
496.164,-443.88895
496.373,346.42776
496.582,-376.24851
496.791,847.73974
497,100.37476
497.209,-621.63955
497.418,-93.42651
497.627,-812.41211
497.836,1067.47555
498.045,1113.47917
498.254,1174.10171
498.463,-774.22982
498.672,929.38992
498.881,199.27041
499.089,1535.327
499.298,877.05478
499.507,1071.65821
499.716,604.63409
499.925,499.72744
500.134,87.74445
500.342,-818.7772
500.551,-217.87037
500.76,1314.08178
500.969,1149.01906
501.177,-154.578
501.386,1800.07658
501.595,501.8263
501.804,-630.11105
502.012,369.53827
502.221,-403.72261
502.43,98.2698
502.638,-479.83934
502.847,979.61603
503.056,-403.72261
503.264,-488.29993
503.473,-234.75395
503.681,-217.87037
503.89,363.23578
504.098,140.36273
504.307,1660.44848
504.516,51.95192
504.724,-103.96771
504.933,-304.42399
505.141,-594.11173
505.349,-539.07693
505.558,-634.34706
505.766,199.27041
505.975,-893.06592
506.183,547.99372
506.392,1130.20473
506.6,-129.27025
506.808,-600.46368
507.017,-901.55953
507.225,1535.327
507.433,1096.752
507.642,-357.23181
507.85,1764.65743
508.058,-511.56984
508.267,-545.42569
508.475,-219.98069
508.683,1704.22265
508.891,430.44791
509.1,1902.13414
509.308,333.82042
509.516,1822.99169
509.724,1180.37181
509.932,1113.47917
510.14,-973.78439
510.349,1689.6323
510.557,830.9859
510.765,-488.29993
510.973,-649.17438
511.181,-526.3805
511.389,-602.58108
511.597,392.645
511.805,-653.41113
512.013,1130.20473
512.221,518.61613
512.429,918.92423
512.637,1733.40026
512.845,1631.26046
513.053,-676.71628
513.261,1044.46913
513.469,524.91182
513.677,2116.50929
513.885,108.79429
514.093,182.44229
514.3,-68.13127
514.508,338.02299
514.716,2471.98268
514.924,-158.79647
515.132,470.34017
515.34,-173.56225
515.547,489.23267
515.755,-666.1224
515.963,-395.26834
516.171,-721.22212
516.378,1015.18372
516.586,-2.80881
516.794,2426.27785
517.001,-691.54948
517.209,-547.54203
517.417,-418.51909
517.624,-814.53376
517.832,-30.19799
518.04,552.19004
518.247,1910.46324
518.455,289.68572
518.662,-526.3805
518.87,-517.91703
519.078,1643.77012
519.285,-895.18926
519.493,948.2265
519.7,401.04652
519.908,2164.35198
520.115,1309.90483
520.323,-706.38476
520.53,-517.91703
520.737,-57.5931
520.945,-562.35751
521.152,1662.53317
521.36,-422.74701
521.567,-260.08378
521.774,-634.34706
521.982,2085.30222
522.189,-503.10749
522.396,239.22877
522.604,-789.07681
522.811,566.87623
523.018,-118.7269
523.226,833.08023
523.433,-570.8244
523.64,443.04666
523.847,1405.95078
524.054,807.94651
524.262,617.21793
524.469,-526.3805
524.676,-306.53585
524.883,1995.81835
525.09,-268.52825
525.297,79.32357
525.505,-357.23181
525.712,348.52887
525.919,150.88387
526.126,-369.90926
526.333,-505.22302
526.54,2422.12246
526.747,698.98751
526.954,-823.02081
527.161,983.80086
527.368,-496.76115
527.575,-778.4716
527.782,-784.8346
527.989,466.14151
528.196,411.54771
528.403,232.92034
528.61,2153.95223
528.816,-395.26834
529.023,49.84617
529.23,-767.86747
529.437,1960.4312
529.644,-74.4546
529.851,-439.66025
530.057,-765.74678
530.264,-57.5931
530.471,-260.08378
530.678,1445.6076
530.884,-536.96076
531.091,1199.18079
531.298,226.61161
531.505,510.22146
531.711,11.93676
531.918,990.0779
532.125,-534.84463
532.331,778.61882
532.538,1975.00306
532.745,1508.20691
532.951,1324.52373
533.158,1725.06422
533.364,478.73714
533.571,-230.53283
533.777,-133.48785
533.984,2222.58216
534.19,-114.50981
534.397,384.24299
534.603,1739.65207
534.81,967.06093
535.016,384.24299
535.223,-893.06592
535.429,891.71031
535.636,68.79669
535.842,47.74038
536.048,230.81746
536.255,-207.31935
536.461,1228.43526
536.668,-774.22982
536.874,382.14241
537.08,123.52717
537.287,1222.16685
537.493,-642.81956
537.699,-131.37903
537.905,-61.80826
538.112,-738.18166
538.318,707.37167
538.524,-494.64579
538.73,654.96318
538.936,-729.70155
539.143,-488.29993
539.349,-281.19609
539.555,440.94695
539.761,1004.72341
539.967,1100.93394
540.173,1270.21909
540.379,1134.38587
540.585,713.6595
540.792,633.99476
540.998,-247.41819
541.204,543.79728
541.41,184.54592
541.616,-355.11904
541.822,648.67296
542.028,606.73147
542.234,-28.09092
542.44,-152.46882
542.645,914.73777
542.851,-532.72854
543.057,-465.03485
543.263,1082.1144
543.469,3690.86822
543.675,235.02318
543.881,-99.75112
544.087,-469.26451
544.292,-125.0528
544.498,-89.21028
544.704,-414.29133
544.91,-625.87522
545.116,897.99085
545.321,1063.2928
545.527,-19.66299
545.733,-460.80535
545.938,1042.37748
546.144,1263.95213
546.35,1441.43359
546.555,1295.28477
546.761,449.34562
546.967,1378.81237
547.172,1991.65545
547.378,2178.91087
547.584,-87.10222
547.789,-158.79647
547.995,1291.1074
548.2,1008.90761
548.406,1850.07002
548.611,755.57182
548.817,604.63409
549.022,422.04813
549.228,-494.64579
549.433,1983.32941
549.639,-391.04144
549.844,-759.38495
550.05,325.41489
550.255,715.75538
550.46,-579.29195
550.666,-716.98266
550.871,602.53668
551.076,-534.84463
551.282,1474.82314
551.487,1360.02194
551.692,-112.40132
551.898,937.762
552.103,812.13574
552.308,-215.76009
552.513,485.03455
552.719,-171.45274
552.924,1207.5397
553.129,-621.63955
553.334,2953.48816
553.54,-723.34191
553.745,239.22877
553.95,747.19026
554.155,-714.86299
554.36,-137.70559
554.565,-34.41223
554.77,-581.40894
554.975,-260.08378
555.18,533.30566
555.385,1531.15492
555.59,-761.50552
555.795,-439.66025
556,503.92514
556.205,-473.49432
556.41,-543.3094
556.615,70.90214
556.82,390.54455
557.025,-274.862
557.23,-420.63303
557.435,-740.3018
557.64,-517.91703
557.845,75.11292
558.05,12951.20708
558.255,-725.46175
558.459,1291.1074
558.664,361.13489
558.869,967.06093
559.074,-511.56984
559.279,753.47647
559.483,1439.34655
559.688,-617.40404
559.893,-873.95791
560.098,243.43422
560.302,-731.82151
560.507,818.41937
560.712,-28.09092
560.916,-439.66025
561.121,-577.175
561.325,1126.02349
561.53,856.11601
561.735,-547.54203
561.939,941.94788
562.144,-106.07606
562.348,113.00386
562.553,-348.78095
562.757,1211.71901
562.962,325.41489
563.166,-772.10899
563.371,879.14851
563.575,1259.77404
563.78,344.32661
563.984,1604.15351
564.189,753.47647
564.393,1495.68867
564.598,-733.94152
564.802,-757.26443
565.006,807.94651
565.211,-566.59088
565.415,281.27752
565.619,-786.95568
565.824,-247.41819
566.028,1197.091
566.232,499.72744
566.436,-78.67033
566.641,-165.12444
566.845,1768.8247
567.049,560.58233
567.253,-2.80881
567.458,-289.64207
567.662,-200.98917
567.866,-789.07681
568.07,-725.46175
568.274,1048.65234
568.478,-570.8244
568.682,-716.98266
568.887,-661.88514
569.091,-706.38476
569.295,1121.84215
569.499,-655.52957
569.703,-355.11904
569.907,1702.13838
570.111,-179.89099
570.315,-192.54946
570.519,-833.63061
570.723,-228.42233
570.927,-184.11033
571.131,-772.10899
571.335,-619.52177
571.538,-363.57037
571.742,657.05986
571.946,-342.44321
572.15,985.89323
572.354,-446.00337
572.558,805.85185
572.762,424.14812
572.965,-420.63303
573.169,-570.8244
573.373,-257.97275
573.577,-808.16893
573.78,-594.11173
573.984,969.15351
574.188,-500.99201
574.392,1209.62937
574.595,-750.90312
574.799,1234.70345
575.003,554.28816
575.206,-575.05809
575.41,923.11059
575.613,-494.64579
575.817,3376.23193
576.021,-761.50552
576.224,-621.63955
576.428,-359.34463
576.631,1378.81237
576.835,-551.77482
577.038,1063.2928
577.242,1535.327
577.445,-456.57602
577.649,-714.86299
577.852,-365.68329
578.056,-477.72429
578.259,973.3386
578.462,-429.08918
578.666,314.90727
578.869,-577.175
579.073,-276.97333
579.276,-238.97521
579.479,-350.89361
579.683,1314.08178
579.886,3574.98218
580.089,1376.72464
580.292,-615.28635
580.496,-300.2004
580.699,-87.10222
580.902,-293.86529
581.105,562.68033
581.309,-198.87919
581.512,-139.81451
581.715,165.61207
581.918,-25.98388
582.121,-471.37939
582.324,2328.60804
582.527,1232.61408
582.731,443.04666
582.934,1050.74391
583.137,-344.55575
583.34,-621.63955
583.543,1355.84603
583.746,1439.34655
583.949,464.04213
584.152,73.00755
584.355,-298.08866
584.558,237.12599
584.761,1478.99643
584.964,669.63936
585.167,-924.92067
585.37,2449.13128
585.572,1013.09171
585.775,-653.41113
585.978,451.44521
586.181,-435.4317
586.384,1372.5491
586.587,1092.56996
586.789,-534.84463
586.992,-647.05606
587.195,992.17019
587.398,-575.05809
587.601,-687.31121
587.803,-602.58108
588.006,-331.88108
588.209,-630.11105
588.411,-61.80826
588.614,-642.81956
588.817,205.58041
589.019,-511.56984
589.222,-685.19214
589.425,-530.61248
589.627,-36.51941
589.83,-469.26451
590.032,-585.64304
590.235,-672.4786
590.437,1422.6494
590.64,732.52144
590.843,-429.08918
591.045,1566.61475
591.247,-397.38185
591.45,-810.2905
591.652,-746.66246
591.855,-80.77825
592.057,1107.20667
592.26,-435.4317
592.462,824.70276
592.664,-2.80881
592.867,996.3547
593.069,661.25314
593.271,398.94619
593.474,-420.63303
593.676,-539.07693
593.878,466.14151
594.081,-532.72854
594.283,-450.23231
594.485,123.52717
594.687,-391.04144
594.89,799.56772
595.092,2174.75128
595.294,766.04815
595.496,47.74038
595.698,-789.07681
595.9,16.14947
596.103,1092.56996
596.305,732.52144
596.507,-772.10899
596.709,-484.06955
596.911,-473.49432
597.113,-591.9945
597.315,-727.58163
597.517,912.6445
597.719,983.80086
597.921,115.10859
598.123,-583.52597
598.325,807.94651
598.527,1931.2846
598.729,707.37167
598.931,-914.3013
599.133,-139.81451
599.335,2374.33057
599.536,-769.98821
599.738,854.02198
599.94,659.15652
600.142,2515.60244
600.344,87.74445
600.546,-740.3018
600.747,1481.08304
600.949,-627.99311
601.151,1320.34702
601.353,3227.09246
601.554,661.25314
601.756,-118.7269
601.958,1036.10238
602.16,-729.70155
602.361,354.83202
602.563,1000.53911
602.764,-818.7772
602.966,283.37962
603.168,338.02299
603.369,-564.47418
603.571,-710.62379
603.772,2120.66991
603.974,933.57601
604.176,-469.26451
604.377,-68.13127
604.579,562.68033
604.78,-500.99201
604.981,312.80565
605.183,140.36273
605.384,2210.10546
605.586,508.12271
605.787,-503.10749
605.989,1320.34702
606.19,552.19004
606.391,766.04815
606.593,289.68572
606.794,-642.81956
606.995,-481.95443
607.197,1295.28477
607.398,629.80072
607.599,29693.16614
607.801,-856.97605
608.002,1516.55195
608.203,-274.862
608.404,753.47647
608.605,192.96011
608.807,-496.76115
609.008,-638.58322
609.209,-596.22901
609.41,-173.56225
609.611,-182.00064
609.812,-317.09569
610.013,1004.72341
610.215,-407.94998
610.416,-283.30753
610.617,-393.15487
610.818,2133.15134
611.019,962.87568
611.22,1268.13013
611.421,-700.02653
611.622,-594.11173
611.823,1057.01847
612.024,-380.47487
612.225,1213.80863
612.426,-87.10222
612.626,-661.88514
612.827,-467.14966
613.028,-585.64304
613.229,1052.83546
613.43,338.02299
613.631,-579.29195
613.832,1593.72679
614.032,973.3386
614.233,-247.41819
614.434,-439.66025
614.635,1397.60092
614.835,1843.82148
615.036,-854.85351
615.237,1816.74236
615.438,-179.89099
615.638,-661.88514
615.839,1683.37898
616.04,-257.97275
616.24,-488.29993
616.441,-494.64579
616.641,1330.78861
616.842,-450.23231
617.043,331.71908
617.243,778.61882
617.444,329.61771
617.644,-108.18444
617.845,2592.43864
618.045,849.83385
618.246,1760.49007
618.446,-120.8355
618.647,-638.58322
618.847,-602.58108
619.048,-674.59742
619.248,-566.59088
619.448,190.85662
619.649,-522.14868
619.849,636.09173
620.049,-564.47418
620.25,-651.29273
620.45,830.9859
620.65,457.74381
620.851,-44.94846
621.051,394.74543
621.251,-697.9072
621.451,-108.18444
621.652,-405.83628
621.852,-424.86102
622.052,-685.19214
622.252,-757.26443
622.452,583.65868
622.653,-562.35751
622.853,-575.05809
623.053,-731.82151
623.253,577.36548
623.453,669.63936
623.653,-780.59256
623.853,-19.66299
624.053,333.82042
624.253,-653.41113
624.453,1029.82705
624.653,-509.45419
624.853,-539.07693
625.053,317.00885
625.253,-789.07681
625.453,636.09173
625.653,1618.75002
625.853,-260.08378
626.053,516.51751
626.253,-719.10237
626.453,537.50239
626.653,-515.80126
